x y
0.0 0.9602382203538273
0.0 0.9602382203538273
0.007469654083251953 0.9602382203538273
0.007469654083251953 0.9600630583289543
0.013798356056213379 0.9600630583289543
0.013798356056213379 0.9597127342792083
0.014575004577636719 0.9597127342792083
0.014575004577636719 0.9595375722543353
0.015863418579101562 0.9595375722543353
0.015863418579101562 0.9593624102294623
0.017131268978118896 0.9593624102294623
0.017131268978118896 0.9591872482045893
0.01921999454498291 0.9591872482045893
0.01921999454498291 0.9590120861797163
0.021500766277313232 0.9590120861797163
0.021500766277313232 0.9588369241548433
0.02343142032623291 0.9588369241548433
0.02343142032623291 0.9586617621299703
0.030242085456848145 0.9586617621299703
0.030242085456848145 0.9584866001050972
0.03829240798950195 0.9584866001050972
0.03829240798950195 0.9583114380802242
0.047118186950683594 0.9583114380802242
0.047118186950683594 0.9581362760553512
0.05180823802947998 0.9581362760553512
0.05180823802947998 0.9579611140304782
0.053417325019836426 0.9579611140304782
0.053417325019836426 0.9577859520056052
0.05573081970214844 0.9577859520056052
0.05573081970214844 0.9576107899807322
0.05625629425048828 0.9576107899807322
0.05625629425048828 0.9574356279558592
0.056656479835510254 0.9574356279558592
0.056656479835510254 0.9572604659309862
0.06166809797286987 0.9572604659309862
0.06166809797286987 0.9570853039061132
0.06340205669403076 0.9570853039061132
0.06340205669403076 0.9569101418812402
0.06574320793151855 0.9569101418812402
0.06574320793151855 0.9567349798563672
0.0698767900466919 0.9567349798563672
0.0698767900466919 0.9565598178314942
0.07150185108184814 0.9565598178314942
0.07150185108184814 0.9563846558066212
0.08735239505767822 0.9563846558066212
0.08735239505767822 0.9562094937817481
0.09369498491287231 0.9562094937817481
0.09369498491287231 0.9560343317568751
0.09386825561523438 0.9560343317568751
0.09386825561523438 0.9558591697320021
0.0951681137084961 0.9558591697320021
0.0951681137084961 0.9556840077071291
0.09888207912445068 0.9556840077071291
0.09888207912445068 0.9555088456822561
0.11089760065078735 0.9555088456822561
0.11089760065078735 0.9553336836573831
0.11100220680236816 0.9553336836573831
0.11100220680236816 0.9551585216325101
0.121407151222229 0.9551585216325101
0.121407151222229 0.9546330355578911
0.12644290924072266 0.9546330355578911
0.12644290924072266 0.9544578735330181
0.12684613466262817 0.9544578735330181
0.12684613466262817 0.9542827115081451
0.134352445602417 0.9542827115081451
0.134352445602417 0.9541075494832721
0.1374800205230713 0.9541075494832721
0.1374800205230713 0.953932387458399
0.14203858375549316 0.953932387458399
0.14203858375549316 0.953757225433526
0.14555144309997559 0.953757225433526
0.14555144309997559 0.952180767209669
0.15320539474487305 0.952180767209669
0.15320539474487305 0.952005605184796
0.15362006425857544 0.952005605184796
0.15362006425857544 0.951830443159923
0.15499162673950195 0.951830443159923
0.15499162673950195 0.9514801191101769
0.16819655895233154 0.9514801191101769
0.16819655895233154 0.9513049570853039
0.17057311534881592 0.9513049570853039
0.17057311534881592 0.9511297950604309
0.1735057830810547 0.9511297950604309
0.1735057830810547 0.9509546330355579
0.17408424615859985 0.9509546330355579
0.17408424615859985 0.9507794710106849
0.17426347732543945 0.9507794710106849
0.17426347732543945 0.9506043089858119
0.1801619529724121 0.9506043089858119
0.1801619529724121 0.9504291469609389
0.18023526668548584 0.9504291469609389
0.18023526668548584 0.94990366088632
0.19062191247940063 0.94990366088632
0.19062191247940063 0.949728498861447
0.19761759042739868 0.949728498861447
0.19761759042739868 0.949553336836574
0.19915926456451416 0.949553336836574
0.19915926456451416 0.9493781748117008
0.20114725828170776 0.9493781748117008
0.20114725828170776 0.9492030127868278
0.20386624336242676 0.9492030127868278
0.20386624336242676 0.9490278507619548
0.20489776134490967 0.9490278507619548
0.20489776134490967 0.9488526887370818
0.20585209131240845 0.9488526887370818
0.20585209131240845 0.9486775267122088
0.21375638246536255 0.9486775267122088
0.21375638246536255 0.9485023646873358
0.21847134828567505 0.9485023646873358
0.21847134828567505 0.9483272026624628
0.21867966651916504 0.9483272026624628
0.21867966651916504 0.9481520406375898
0.22612351179122925 0.9481520406375898
0.22612351179122925 0.9479768786127168
0.22700387239456177 0.9479768786127168
0.22700387239456177 0.9478017165878438
0.2284945845603943 0.9478017165878438
0.2284945845603943 0.9476265545629708
0.2436150312423706 0.9476265545629708
0.2436150312423706 0.9474513925380978
0.2436416745185852 0.9474513925380978
0.2436416745185852 0.9472762305132248
0.2466217279434204 0.9472762305132248
0.2466217279434204 0.9464004203888597
0.24689441919326782 0.9464004203888597
0.24689441919326782 0.9462252583639867
0.24942290782928467 0.9462252583639867
0.24942290782928467 0.9460500963391137
0.25157296657562256 0.9460500963391137
0.25157296657562256 0.9458749343142407
0.25207096338272095 0.9458749343142407
0.25207096338272095 0.9456997722893677
0.25271177291870117 0.9456997722893677
0.25271177291870117 0.9455246102644947
0.2613688111305237 0.9455246102644947
0.2613688111305237 0.9453494482396217
0.2676204442977905 0.9453494482396217
0.2676204442977905 0.9451742862147487
0.27266204357147217 0.9451742862147487
0.27266204357147217 0.9449991241898757
0.28168559074401855 0.9449991241898757
0.28168559074401855 0.9448239621650028
0.28222936391830444 0.9448239621650028
0.28222936391830444 0.9446488001401296
0.2839156985282898 0.9446488001401296
0.2839156985282898 0.9444736381152566
0.28462350368499756 0.9444736381152566
0.28462350368499756 0.9441233140655106
0.2850155830383301 0.9441233140655106
0.2850155830383301 0.9439481520406376
0.28618359565734863 0.9439481520406376
0.28618359565734863 0.9437729900157646
0.2932145595550537 0.9437729900157646
0.2932145595550537 0.9435978279908916
0.29897743463516235 0.9435978279908916
0.29897743463516235 0.9434226659660186
0.30444252490997314 0.9434226659660186
0.30444252490997314 0.9432475039411456
0.30500686168670654 0.9432475039411456
0.30500686168670654 0.9430723419162726
0.30767345428466797 0.9430723419162726
0.30767345428466797 0.9428971798913997
0.31044822931289673 0.9428971798913997
0.31044822931289673 0.9427220178665267
0.3177633285522461 0.9427220178665267
0.3177633285522461 0.9425468558416537
0.31840980052948 0.9425468558416537
0.31840980052948 0.9423716938167805
0.31872642040252686 0.9423716938167805
0.31872642040252686 0.9421965317919075
0.31924915313720703 0.9421965317919075
0.31924915313720703 0.9420213697670345
0.32055675983428955 0.9420213697670345
0.32055675983428955 0.9418462077421615
0.32427501678466797 0.9418462077421615
0.32427501678466797 0.9416710457172885
0.33048343658447266 0.9416710457172885
0.33048343658447266 0.9414958836924155
0.33417075872421265 0.9414958836924155
0.33417075872421265 0.9413207216675425
0.3385612964630127 0.9413207216675425
0.3385612964630127 0.9411455596426695
0.33955514430999756 0.9411455596426695
0.33955514430999756 0.9409703976177966
0.3423503041267395 0.9409703976177966
0.3423503041267395 0.9407952355929236
0.3440125584602356 0.9407952355929236
0.3440125584602356 0.9406200735680506
0.3523639440536499 0.9406200735680506
0.3523639440536499 0.9404449115431776
0.35422778129577637 0.9404449115431776
0.35422778129577637 0.9402697495183046
0.356609582901001 0.9402697495183046
0.356609582901001 0.9400945874934314
0.3632839322090149 0.9400945874934314
0.3632839322090149 0.9399194254685584
0.36544370651245117 0.9399194254685584
0.36544370651245117 0.9397442634436854
0.36646389961242676 0.9397442634436854
0.36646389961242676 0.9395691014188124
0.36800616979599 0.9395691014188124
0.36800616979599 0.9393939393939394
0.36988914012908936 0.9393939393939394
0.36988914012908936 0.9392187773690664
0.37801438570022583 0.9392187773690664
0.37801438570022583 0.9390436153441934
0.3793073892593384 0.9390436153441934
0.3793073892593384 0.9386932912944475
0.3840094804763794 0.9386932912944475
0.3840094804763794 0.9385181292695745
0.3879886865615845 0.9385181292695745
0.3879886865615845 0.9383429672447015
0.39389508962631226 0.9383429672447015
0.39389508962631226 0.9381678052198285
0.39570188522338867 0.9381678052198285
0.39570188522338867 0.9379926431949555
0.3973885178565979 0.9379926431949555
0.3973885178565979 0.9378174811700823
0.3975069522857666 0.9378174811700823
0.3975069522857666 0.9376423191452093
0.40258336067199707 0.9376423191452093
0.40258336067199707 0.9374671571203363
0.4071747064590454 0.9374671571203363
0.4071747064590454 0.9372919950954633
