x y
0 0.9895833333333333
0 0.9895833333333333
2 0.9895833333333333
2 0.9791666666666666
4 0.9791666666666666
4 0.9776785714285714
6 0.9776785714285714
6 0.9667658730158729
8 0.9667658730158729
8 0.9365079365079365
10 0.9365079365079365
10 0.8516865079365079
12 0.8516865079365079
12 0.4851190476190476
14 0.4851190476190476
14 0.35813492063492064
16 0.35813492063492064
16 0.2425595238095238
18 0.2425595238095238
18 0.17609126984126983
20 0.17609126984126983
20 0.05109126984126984
22 0.05109126984126984
22 0.01984126984126984
24 0.01984126984126984
24 0.000496031746031746
26 0.000496031746031746
26 0.0
27 0
