x y
0 0.9717989139954458
0 0.9717989139954458
2 0.9717989139954458
2 0.8251882991767385
4 0.8251882991767385
4 0.4781923279033106
6 0.4781923279033106
6 0.18216850586792785
8 0.18216850586792785
8 0.04992117708880715
10 0.04992117708880715
10 0.01138553161674549
12 0.01138553161674549
12 0.0031529164477141357
14 0.0031529164477141357
14 0.0012261341741110529
16 0.0012261341741110529
16 0.0
17 0
