x y
0 0.9700472937467158
0 0.9700472937467158
2 0.9700472937467158
2 0.8187073042564372
4 0.8187073042564372
4 0.5035908215098966
6 0.5035908215098966
6 0.1812926957435628
8 0.1812926957435628
8 0.04308985811875986
10 0.04308985811875986
10 0.012086179716237521
12 0.012086179716237521
12 0.0024522683482221057
14 0.0024522683482221057
14 0.0005254860746190227
16 0.0005254860746190227
16 0.0003503240497460151
18 0.0003503240497460151
18 0.0
19 0
